"","GRP","LOCUS","N_ALLELES","EVENNESS","Ho","Hs","Ht","Fis","SHANNON_IDX","SIMPSON_IDX","STODD_TAYLOR_IDX"
"183","Shin_2016_1","PAM21",7,0.872360201211787,0.84,0.7958,0.7958,-0.0555,1.62594608602819,0.7808,4.56204379562044
"184","Shin_2016_1","PSY087",5,0.514277602248521,0.5,0.4239,0.4239,-0.1795,0.875124140459716,0.41845703125,1.71956339210747
"185","Shin_2016_1","PSY022",4,0.774872722028999,0.52,0.5333,0.5333,0.025,0.880286152229342,0.5224,2.09380234505863
"186","Shin_2016_1","WF12",4,0.755534928855097,0.6129,0.5688,0.5688,-0.0775,0.98840995509168,0.560353798126951,2.27455621301775
"187","Shin_2016_1","WF32",12,0.715969185717728,0.625,0.8372,0.8372,0.2535,2.00113617778695,0.82080078125,5.58038147138965
"188","Shin_2017_1","J42",13,0.577928160746734,0.7895,0.8289,0.8289,0.0476,2.10330243242373,0.806094182825485,5.15714285714286
"189","Shin_2017_1","WF22",19,0.768835249223242,0.9474,0.9386,0.9386,-0.0093,2.69771894164927,0.914127423822715,11.6451612903226
"190","Shin_2017_1","PAM27",8,0.719044595346742,0.8571,0.8132,0.8132,-0.0541,1.8081837151527,0.785714285714286,4.66666666666667
"191","Shin_2017_1","PAM79",19,0.82513015413747,0.8667,0.9619,0.9619,0.099,2.79204744053635,0.926666666666667,13.6363636363636
"192","Shin_2017_1","WF16",14,0.65077611425489,0.7895,0.8596,0.8596,0.0816,2.17320922587446,0.835180055401662,6.0672268907563
"193","Shin_2017_1","WF33",15,0.832906083415251,0.9375,0.9333,0.9333,-0.0045,2.51321806282146,0.904296875,10.4489795918367
"194","Shin_2017_1","WF3",11,0.529462958922352,0.7368,0.731,0.731,-0.008,1.73470994043554,0.71191135734072,3.47115384615385
"195","Shin_2017_1","WF517",16,0.878420667414418,0.9444,0.9444,0.9444,0,2.62323470252216,0.91820987654321,12.2264150943396
"196","Shin_2017_1","WF196",13,0.84773824317688,0.9375,0.9208,0.9208,-0.0181,2.3796833226811,0.892578125,9.30909090909091
"197","Shin_2017_1","WF223",18,0.757439067073012,1,0.9313,0.9313,-0.0738,2.64775990129452,0.908587257617729,10.9393939393939
"198","Shin_2017_1","WF421",11,0.824773015332758,0.8667,0.8929,0.8929,0.0293,2.15032167212763,0.862222222222222,7.25806451612903
"199","Shin_2017_1","A441",10,0.835998321522676,0.6111,0.8807,0.8807,0.3061,2.04293639828335,0.848765432098765,6.61224489795918
"200","Shin_2017_1","PAM21",6,0.778259206299939,0.75,0.7765,0.7765,0.0341,1.55092847262963,0.743055555555556,3.89189189189189
"201","Shin_2017_1","PSY087",3,0.630440469916175,0.5,0.415,0.415,-0.2047,0.734075538768139,0.405864197530864,1.68311688311688
